Filename,NumChannels,SampleWidth,FrameRate,NumFrames,CompType,CompName,Duration
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/213_1p2_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/182_1b1_Tc_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/214_1b1_Ar_sc_Meditron.wav,1,3,44100,874944,NONE,not compressed,19.84
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/198_6p1_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/211_2p3_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/158_1p2_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_1p2_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/154_2b4_Ll_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/213_2p2_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/170_1b2_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/207_2b4_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_1p4_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/177_2b4_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/138_2p2_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/203_2p3_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/142_1b1_Pl_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/170_1b4_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/193_1b2_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/186_2b2_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/138_1p4_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/124_1b1_Lr_sc_Litt3200.wav,1,2,4000,69056,NONE,not compressed,17.264
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/170_1b2_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/156_8b3_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/121_1b1_Tc_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/200_2p3_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/147_1b2_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_2p5_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/147_2b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/192_2b3_Al_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/205_3b4_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/133_3p2_Pr_mc_AKGC417L.wav,1,2,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/198_1b5_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/113_1b1_Ar_sc_Litt3200.wav,1,2,4000,62912,NONE,not compressed,15.728
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/153_1b1_Al_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/135_2b2_Pl_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/213_1p2_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/112_1b1_Ar_sc_Meditron.wav,1,2,4000,271400,NONE,not compressed,67.85
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/185_1b1_Lr_sc_Litt3200.wav,1,2,4000,78528,NONE,not compressed,19.632
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/156_5b3_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/192_2b1_Ar_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_2p5_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/223_1b1_Al_sc_Meditron.wav,1,2,10000,339000,NONE,not compressed,33.9
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/146_2b4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/107_2b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/114_1b4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/120_1b1_Pl_sc_Meditron.wav,1,2,4000,269600,NONE,not compressed,67.4
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/131_1b1_Al_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/156_8b3_Ll_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/213_2p2_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/145_3b2_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/170_1b4_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/189_1b2_Lr_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/221_2b3_Lr_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/203_1p2_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/201_1b1_Al_sc_Meditron.wav,1,2,44100,882001,NONE,not compressed,20.00002267573696
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/109_1b1_Ll_sc_Litt3200.wav,1,2,4000,67776,NONE,not compressed,16.944
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/138_1p3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/107_2b5_Ll_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/203_1p2_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/198_1b5_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/151_2p2_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/193_7b3_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/141_1b2_Tc_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/200_2p4_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/158_1p4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/154_3b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/219_2b2_Tc_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/113_1b1_Pr_sc_Litt3200.wav,1,2,4000,87744,NONE,not compressed,21.936
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/151_2p4_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/205_4b2_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/178_1b3_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/195_1b1_Ar_sc_Litt3200.wav,1,2,4000,120000,NONE,not compressed,30.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/156_5b3_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/204_7p5_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/205_2b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_1p2_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/141_1b3_Al_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/141_1b3_Ar_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/135_2b1_Tc_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/151_2p3_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/154_4b4_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/110_1p1_Ll_sc_Meditron.wav,1,2,4000,129600,NONE,not compressed,32.4
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/203_1p4_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/193_7b3_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/205_2b3_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/221_2b1_Lr_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/151_2p3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/107_2b3_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/218_1p1_Ar_sc_Litt3200.wav,1,2,4000,113856,NONE,not compressed,28.464
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/127_1b1_Ar_sc_Meditron.wav,1,3,44100,880677,NONE,not compressed,19.97
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/174_2p3_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/154_2b4_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/193_1b2_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/107_2b3_Lr_mc_AKGC417L.wav,1,2,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/207_2b3_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/158_2p3_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/170_2b2_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/158_1p4_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/205_4b2_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/207_2b3_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/160_1b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/154_1b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_2p5_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/207_2b3_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/157_1b1_Pr_sc_Meditron.wav,1,2,4000,252400,NONE,not compressed,63.1
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/186_3b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_3p2_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/134_2b2_Ar_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/194_1b1_Pr_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/130_2b2_Ll_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/172_1b4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/138_1p4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/206_1b1_Pl_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/203_2p3_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/158_1p4_Al_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/177_1b2_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/156_8b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/158_1p3_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/172_1b3_Ll_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/172_1b3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/135_2b2_Ar_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/162_1b2_Ll_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/201_1b2_Ar_sc_Meditron.wav,1,2,44100,882001,NONE,not compressed,20.00002267573696
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/163_8b3_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/226_1b1_Ll_sc_Meditron.wav,1,2,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/132_2b2_Lr_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/186_2b4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/201_1b1_Ar_sc_Meditron.wav,1,2,44100,882001,NONE,not compressed,20.00002267573696
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/200_2p3_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/176_2b3_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/107_3p2_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/113_1b1_Al_sc_Litt3200.wav,1,2,4000,58304,NONE,not compressed,14.576
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/160_1b4_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/203_1p2_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/178_1b3_Lr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/216_1b1_Al_sc_Meditron.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/172_1b5_Pl_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/196_1b1_Pr_sc_Meditron.wav,1,2,44100,882001,NONE,not compressed,20.00002267573696
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/178_1b6_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/174_1p3_Tc_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/178_2b2_Pr_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/135_2b1_Ar_mc_LittC2SE.wav,1,3,44100,882000,NONE,not compressed,20.0
/content/respiratory_sound_database/Respiratory_Sound_Database/audio_and_txt_files/200_2p3_Ar_mc_AKGC417L.wav,1,3,44100,882000,NONE,not compressed,20.0
